,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan
233,234,3,Not Graduate, Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,Rejected,55700000,0.2543352601156069
234,235,5,Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,Approved,21000000,0.4230769230769231
235,236,1,Graduate, Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,Approved,53400000,0.2948717948717949
236,237,3,Graduate, Yes,900000,3500000,4,770,700000,0,2000000,600000,Rejected,3300000,0.2571428571428571
237,238,3,Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,Approved,23100000,0.2645161290322581
238,239,3,Not Graduate, Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,Approved,18800000,0.26857142857142857
239,240,5,Graduate, Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,Rejected,28500000,0.29310344827586204
240,241,2,Graduate, No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,Approved,60600000,0.4266666666666667
241,242,3,Not Graduate, Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,Rejected,58400000,0.43209876543209874
242,243,5,Graduate, No,5700000,12900000,18,807,4100000,900000,18600000,5500000,Approved,29100000,0.4418604651162791
243,244,1,Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,Approved,60600000,0.25308641975308643
244,245,2,Not Graduate, No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,Approved,14200000,0.4117647058823529
245,246,1,Not Graduate, Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,Approved,45200000,0.2846975088967972
246,247,2,Not Graduate, No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,Approved,65600000,0.27303754266211605
247,248,0,Not Graduate, Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,Rejected,44700000,0.34814814814814815
248,249,0,Graduate, No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,Rejected,39900000,0.4077669902912621
249,250,1,Not Graduate, Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,Approved,10600000,0.38
250,251,0,Not Graduate, Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,Rejected,26100000,0.25609756097560976
251,252,5,Graduate, No,2600000,9100000,8,852,3700000,700000,10300000,3300000,Approved,18000000,0.2857142857142857
252,253,3,Not Graduate, No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,Approved,26400000,0.43529411764705883
253,254,0,Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000,Approved,39500000,0.284789644012945
254,255,2,Not Graduate, No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,Rejected,16400000,0.44680851063829785
255,256,3,Graduate, Yes,900000,2400000,10,489,800000,0,2800000,500000,Rejected,4100000,0.375
256,257,3,Graduate, Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,Approved,63900000,0.2768361581920904
257,258,2,Not Graduate, No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,Rejected,47800000,0.4
258,259,0,Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,Approved,77300000,0.25257731958762886
259,260,0,Not Graduate, Yes,300000,1100000,8,789,400000,100000,800000,400000,Approved,1700000,0.2727272727272727
260,261,4,Not Graduate, No,2700000,8100000,4,325,5000000,800000,9900000,3400000,Approved,19100000,0.3333333333333333
261,262,3,Graduate, Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,Approved,46300000,0.37755102040816324
262,263,3,Graduate, No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,Rejected,67500000,0.26822157434402333
263,264,5,Not Graduate, No,9500000,22200000,20,352,24500000,0,30800000,7000000,Rejected,62300000,0.42792792792792794
264,265,5,Graduate, Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,Approved,21800000,0.2638888888888889
265,266,0,Graduate, No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,Approved,54200000,0.42783505154639173
266,267,2,Graduate, Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,Approved,12100000,0.3783783783783784
267,268,0,Graduate, No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,Approved,54000000,0.41148325358851673
268,269,0,Not Graduate, No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,Approved,34800000,0.32142857142857145
269,270,5,Graduate, Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,Approved,25800000,0.44680851063829785
270,271,5,Not Graduate, No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,Rejected,37600000,0.4262295081967213
271,272,5,Graduate, No,9400000,27900000,4,870,1100000,200000,29500000,10400000,Approved,41200000,0.33691756272401435
272,273,3,Graduate, No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,Rejected,54600000,0.43137254901960786
273,274,1,Graduate, Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,Rejected,39000000,0.3532934131736527
274,275,3,Graduate, Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000,Approved,11400000,0.3469387755102041
275,276,1,Not Graduate, No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,Approved,48000000,0.30434782608695654
276,277,4,Not Graduate, No,1700000,4000000,6,829,0,1600000,5200000,1700000,Approved,8500000,0.425
277,278,0,Not Graduate, No,1500000,4900000,12,651,1600000,2800000,4600000,800000,Approved,9800000,0.30612244897959184
278,279,4,Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000,Approved,17200000,0.425531914893617
279,280,5,Graduate, Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,Rejected,27400000,0.25161290322580643
280,281,1,Graduate, Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,Approved,5300000,0.25
281,282,1,Graduate, No,6900000,22500000,18,403,800000,8400000,16900000,6300000,Rejected,32400000,0.30666666666666664
282,283,0,Graduate, Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,Rejected,20800000,0.358974358974359
283,284,3,Graduate, Yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000,Rejected,56500000,0.3417085427135678
284,285,4,Not Graduate, Yes,600000,1800000,8,417,1700000,700000,1800000,800000,Rejected,5000000,0.3333333333333333
285,286,1,Not Graduate, No,4700000,14000000,6,468,11300000,1800000,10600000,4600000,Rejected,28300000,0.3357142857142857
286,287,5,Graduate, Yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000,Approved,26200000,0.2542372881355932
287,288,5,Not Graduate, No,4000000,13900000,6,530,6000000,5600000,12500000,6000000,Rejected,30100000,0.28776978417266186
288,289,1,Not Graduate, Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000,Approved,25100000,0.2743362831858407
289,290,1,Not Graduate, Yes,7700000,25500000,12,549,18100000,10600000,20500000,7000000,Rejected,56200000,0.30196078431372547
290,291,5,Not Graduate, Yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000,Rejected,22900000,0.46236559139784944
291,292,1,Graduate, Yes,5800000,19500000,20,431,13800000,5000000,15600000,3300000,Rejected,37700000,0.29743589743589743
292,293,3,Graduate, Yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000,Rejected,22200000,0.3364485981308411
293,294,0,Not Graduate, Yes,2900000,7600000,8,320,8000000,5600000,9600000,3100000,Rejected,26300000,0.3815789473684211
294,295,0,Graduate, No,8800000,20200000,4,433,16000000,4200000,30500000,12400000,Rejected,63100000,0.43564356435643564
295,296,1,Not Graduate, Yes,300000,1000000,10,431,400000,500000,900000,100000,Rejected,1900000,0.3
296,297,5,Not Graduate, Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000,Rejected,48700000,0.2975778546712803
297,298,2,Not Graduate, Yes,3500000,12000000,14,476,1100000,6800000,12400000,2900000,Rejected,23200000,0.2916666666666667
298,299,5,Graduate, No,800000,2600000,6,560,100000,200000,3000000,1000000,Approved,4300000,0.3076923076923077
299,300,2,Graduate, No,8000000,27100000,12,674,14400000,400000,25300000,6400000,Approved,46500000,0.2952029520295203
300,301,0,Not Graduate, Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,Approved,53200000,0.2591623036649215
301,302,2,Not Graduate, No,3300000,6600000,6,331,6300000,2000000,8900000,2700000,Rejected,19900000,0.5
302,303,4,Graduate, Yes,2000000,6700000,12,633,100000,800000,4800000,2000000,Approved,7700000,0.29850746268656714
303,304,3,Not Graduate, No,4900000,12900000,18,877,1800000,7000000,17900000,3300000,Approved,30000000,0.3798449612403101
304,305,5,Not Graduate, Yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000,Approved,53900000,0.3898305084745763
305,306,0,Not Graduate, No,7500000,18200000,6,782,7400000,12000000,19800000,4100000,Approved,43300000,0.41208791208791207
306,307,5,Not Graduate, No,9000000,29300000,4,531,10400000,9500000,35500000,5800000,Approved,61200000,0.30716723549488056
307,308,3,Not Graduate, No,1400000,4100000,8,455,3000000,1400000,2900000,2100000,Rejected,9400000,0.34146341463414637
308,309,3,Graduate, No,9600000,19900000,14,452,4200000,16200000,28500000,6600000,Rejected,55500000,0.4824120603015075
309,310,2,Graduate, No,8400000,33200000,14,474,19600000,15000000,25400000,11500000,Rejected,71500000,0.25301204819277107
310,311,3,Not Graduate, No,6400000,24400000,4,483,7800000,2400000,19100000,4500000,Approved,33800000,0.26229508196721313
311,312,4,Graduate, No,5900000,16800000,8,481,6900000,11400000,19500000,3300000,Rejected,41100000,0.35119047619047616
312,313,2,Graduate, Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000,Approved,14500000,0.43137254901960786
313,314,4,Graduate, Yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000,Approved,41500000,0.3971631205673759
314,315,4,Not Graduate, No,9800000,28700000,6,778,16600000,7400000,29700000,11100000,Approved,64800000,0.34146341463414637
315,316,4,Graduate, No,4400000,14600000,4,499,1300000,6500000,16100000,5700000,Approved,29600000,0.3013698630136986
316,317,2,Not Graduate, Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,Approved,19200000,0.4897959183673469
317,318,1,Graduate, No,4400000,10800000,12,674,9600000,2700000,17200000,5300000,Approved,34800000,0.4074074074074074
318,319,4,Graduate, No,3700000,13200000,4,802,9800000,2400000,12500000,4300000,Approved,29000000,0.2803030303030303
319,320,4,Not Graduate, Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000,Rejected,12400000,0.2948717948717949
320,321,4,Graduate, Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000,Approved,52300000,0.3010204081632653
321,322,4,Not Graduate, Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000,Approved,37500000,0.2723404255319149
322,323,4,Graduate, Yes,4900000,17100000,6,612,1300000,7000000,19500000,5000000,Approved,32800000,0.28654970760233917
323,324,3,Not Graduate, Yes,9500000,24200000,8,879,3100000,17200000,26400000,12700000,Approved,59400000,0.3925619834710744
324,325,2,Not Graduate, No,5700000,16400000,12,708,3700000,800000,15000000,4400000,Approved,23900000,0.3475609756097561
325,326,2,Not Graduate, Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000,Approved,22900000,0.47368421052631576
326,327,2,Not Graduate, Yes,3900000,11300000,12,516,3100000,0,10400000,4600000,Rejected,18100000,0.34513274336283184
327,328,0,Not Graduate, No,7800000,28800000,12,465,4700000,7500000,28800000,7400000,Rejected,48400000,0.2708333333333333
328,329,0,Graduate, No,1100000,3200000,20,716,1800000,1400000,3600000,1500000,Approved,8300000,0.34375
329,330,4,Not Graduate, No,200000,600000,10,404,0,100000,400000,0,Rejected,500000,0.3333333333333333
330,331,0,Not Graduate, Yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000,Rejected,31700000,0.44339622641509435
331,332,3,Not Graduate, Yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000,Rejected,62700000,0.39805825242718446
332,333,2,Not Graduate, Yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000,Approved,28500000,0.25
333,334,5,Not Graduate, No,1800000,7000000,18,466,2600000,2100000,6000000,1900000,Rejected,12600000,0.2571428571428571
334,335,3,Graduate, Yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000,Rejected,17500000,0.37209302325581395
335,336,4,Not Graduate, Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000,Approved,42600000,0.275
336,337,3,Graduate, No,7900000,18300000,10,731,4200000,3400000,22200000,8400000,Approved,38200000,0.43169398907103823
337,338,1,Graduate, Yes,4000000,10100000,16,451,7000000,3900000,14300000,3900000,Rejected,29100000,0.39603960396039606
338,339,3,Not Graduate, Yes,6800000,16900000,18,628,3600000,900000,15600000,4900000,Approved,25000000,0.40236686390532544
339,340,1,Not Graduate, No,2700000,9400000,18,704,5300000,2300000,6400000,2400000,Approved,16400000,0.2872340425531915
340,341,2,Not Graduate, No,6800000,23500000,12,341,19300000,11800000,14300000,8500000,Rejected,53900000,0.28936170212765955
341,342,5,Graduate, No,8600000,21000000,8,465,11700000,14900000,19500000,9900000,Rejected,56000000,0.4095238095238095
342,343,4,Graduate, No,8000000,30100000,4,431,11900000,13800000,18800000,11500000,Approved,56000000,0.26578073089701
343,344,1,Graduate, Yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000,Rejected,25100000,0.29365079365079366
344,345,0,Graduate, No,2600000,5100000,14,678,500000,1200000,6000000,3100000,Approved,10800000,0.5098039215686274
345,346,4,Graduate, No,4200000,16800000,6,381,9600000,3800000,14800000,5900000,Rejected,34100000,0.25
346,347,5,Graduate, Yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000,Rejected,41300000,0.2857142857142857
347,348,1,Not Graduate, No,7100000,23500000,12,768,6400000,12100000,22400000,7300000,Approved,48200000,0.3021276595744681
348,349,0,Not Graduate, No,2000000,7000000,6,666,0,1200000,4300000,1400000,Rejected,6900000,0.2857142857142857
349,350,4,Not Graduate, Yes,5800000,13300000,14,742,16100000,9300000,16300000,7000000,Approved,48700000,0.43609022556390975
350,351,3,Not Graduate, Yes,6700000,15800000,4,445,10500000,7600000,14100000,9100000,Rejected,41300000,0.4240506329113924
351,352,2,Graduate, No,7300000,28700000,14,634,5900000,3800000,21200000,10800000,Approved,41700000,0.25435540069686413
352,353,4,Not Graduate, No,3300000,9700000,14,782,2500000,0,10400000,2200000,Approved,15100000,0.3402061855670103
353,354,0,Graduate, No,3000000,7000000,10,781,7200000,600000,11700000,2700000,Approved,22200000,0.42857142857142855
354,355,4,Not Graduate, No,7900000,17200000,14,318,14200000,9500000,23200000,9000000,Rejected,55900000,0.45930232558139533
355,356,5,Not Graduate, No,7600000,24100000,18,721,21900000,11500000,22900000,7200000,Approved,63500000,0.3153526970954357
356,357,5,Not Graduate, No,3700000,9800000,4,563,9500000,5100000,11200000,3000000,Approved,28800000,0.37755102040816324
357,358,2,Not Graduate, No,8400000,26300000,4,419,22900000,7900000,29200000,6200000,Approved,66200000,0.3193916349809886
358,359,0,Graduate, Yes,8200000,20800000,14,372,3800000,100000,26100000,5200000,Rejected,35200000,0.3942307692307692
359,360,0,Not Graduate, No,2900000,9500000,18,885,4300000,2300000,6500000,3500000,Approved,16600000,0.30526315789473685
360,361,1,Not Graduate, Yes,9900000,38400000,12,596,10000000,9300000,36500000,6800000,Approved,62600000,0.2578125
361,362,0,Graduate, No,4400000,14100000,2,349,3300000,1300000,8800000,6200000,Approved,19600000,0.3120567375886525
362,363,1,Not Graduate, Yes,9000000,32200000,16,468,4500000,16400000,28600000,10900000,Rejected,60400000,0.2795031055900621
363,364,3,Not Graduate, Yes,6800000,26900000,16,818,14700000,10400000,26300000,7300000,Approved,58700000,0.2527881040892193
364,365,2,Not Graduate, No,8700000,28000000,12,543,16900000,6000000,22900000,6700000,Rejected,52500000,0.3107142857142857
365,366,3,Graduate, No,9400000,21900000,16,685,8100000,5600000,34500000,5000000,Approved,53200000,0.4292237442922374
366,367,3,Not Graduate, Yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000,Approved,41400000,0.48
367,368,1,Not Graduate, Yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000,Rejected,85200000,0.31543624161073824
368,369,0,Not Graduate, Yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000,Approved,8500000,0.25
369,370,3,Graduate, Yes,900000,2300000,20,611,600000,1500000,1900000,500000,Approved,4500000,0.391304347826087
370,371,4,Not Graduate, No,2100000,7700000,4,767,1200000,1700000,6900000,1300000,Approved,11100000,0.2727272727272727
371,372,5,Graduate, Yes,1100000,3200000,20,592,3200000,700000,3500000,500000,Approved,7900000,0.34375
372,373,0,Graduate, Yes,600000,2300000,4,319,1600000,800000,2300000,700000,Approved,5400000,0.2608695652173913
373,374,4,Not Graduate, Yes,9200000,25500000,10,900,9400000,10500000,27400000,12800000,Approved,60100000,0.3607843137254902
374,375,2,Not Graduate, Yes,3600000,12800000,18,814,8600000,4100000,10300000,4100000,Approved,27100000,0.28125
375,376,5,Not Graduate, Yes,1300000,5000000,10,755,2100000,2200000,4800000,1900000,Approved,11000000,0.26
376,377,5,Graduate, Yes,7700000,16800000,20,584,8600000,4800000,23400000,8000000,Approved,44800000,0.4583333333333333
377,378,4,Graduate, Yes,9500000,23500000,14,380,22900000,6700000,25100000,7300000,Rejected,62000000,0.40425531914893614
378,379,2,Not Graduate, Yes,5000000,17600000,20,465,6200000,5200000,16500000,5200000,Rejected,33100000,0.2840909090909091
379,380,0,Not Graduate, No,500000,1800000,2,531,1300000,500000,1900000,700000,Approved,4400000,0.2777777777777778
380,381,1,Graduate, Yes,8300000,32100000,16,814,18500000,2700000,28900000,7500000,Approved,57600000,0.2585669781931464
381,382,0,Graduate, No,5300000,17900000,6,678,4700000,3900000,14400000,3600000,Approved,26600000,0.29608938547486036
382,383,2,Not Graduate, Yes,9300000,29000000,12,655,7900000,6800000,29900000,4900000,Approved,49500000,0.32068965517241377
383,384,3,Not Graduate, No,2300000,7400000,2,682,6500000,2400000,7600000,2100000,Approved,18600000,0.3108108108108108
384,385,1,Not Graduate, No,400000,1300000,6,695,200000,500000,800000,100000,Approved,1600000,0.3076923076923077
