,Unnamed: 0.1,Unnamed: 0,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan,cibil_bucket,asset_bucket,term_bucket
178,178,178,179,4,Not Graduate, No,5600000,13300000,20,869,3300000,7500000,20000000,6500000,Approved,37300000,0.4210526315789473,800-900,250L-10C,15-20
179,179,179,180,5,Graduate, No,3800000,13900000,12,534,4700000,2900000,8200000,2800000,Rejected,18600000,0.2733812949640288,500-599,100L-250L,10-15
180,180,180,181,3,Not Graduate, Yes,4500000,17900000,6,787,9800000,3600000,14300000,4200000,Approved,31900000,0.2513966480446927,700-799,250L-10C,5-10
181,181,181,182,0,Graduate, Yes,900000,2200000,16,566,100000,700000,2000000,600000,Approved,3400000,0.4090909090909091,500-599,10L-50L,15-20
182,182,182,183,0,Not Graduate, No,2800000,9900000,8,742,4900000,1300000,6700000,1700000,Approved,14600000,0.2828282828282828,700-799,100L-250L,5-10
183,183,183,184,2,Not Graduate, No,7500000,23100000,4,824,12100000,10900000,26300000,9500000,Approved,58800000,0.3246753246753247,800-900,250L-10C,0-5
184,184,184,185,4,Graduate, No,1400000,3100000,14,575,3000000,2100000,4900000,1400000,Approved,11400000,0.4516129032258064,500-599,100L-250L,10-15
185,185,185,186,2,Graduate, Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000,Approved,17400000,0.3486238532110092,700-799,100L-250L,5-10
186,186,186,187,1,Not Graduate, Yes,1700000,5000000,10,888,2900000,900000,4100000,2200000,Approved,10100000,0.34,800-900,100L-250L,5-10
187,187,187,188,3,Graduate, Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000,Approved,63900000,0.2960526315789473,600-699,250L-10C,5-10
188,188,188,189,5,Not Graduate, Yes,7300000,23300000,6,622,7100000,11600000,26400000,10500000,Approved,55600000,0.3133047210300429,600-699,250L-10C,5-10
189,189,189,190,1,Not Graduate, No,7400000,19800000,18,458,12600000,6200000,27700000,4000000,Rejected,50500000,0.3737373737373737,300-499,250L-10C,15-20
190,190,190,191,1,Not Graduate, No,9000000,28200000,16,327,1700000,2300000,24000000,11200000,Rejected,39200000,0.3191489361702128,300-499,250L-10C,15-20
191,191,191,192,0,Not Graduate, No,3000000,6500000,2,612,8800000,3400000,6700000,1700000,Approved,20600000,0.4615384615384615,600-699,100L-250L,0-5
192,192,192,193,1,Graduate, No,800000,2900000,8,682,2200000,1100000,2900000,700000,Approved,6900000,0.2758620689655172,600-699,50L-100L,5-10
193,193,193,194,2,Graduate, No,4800000,13200000,2,583,13700000,5800000,9500000,5200000,Approved,34200000,0.3636363636363636,500-599,250L-10C,0-5
194,194,194,195,5,Not Graduate, No,6400000,18300000,8,697,10000000,3600000,22500000,3600000,Approved,39700000,0.3497267759562841,600-699,250L-10C,5-10
195,195,195,196,3,Graduate, No,9200000,27100000,12,306,5800000,11500000,28000000,9600000,Rejected,54900000,0.3394833948339483,300-499,250L-10C,10-15
196,196,196,197,4,Not Graduate, Yes,400000,1500000,2,669,-100000,600000,900000,500000,Approved,1900000,0.2666666666666666,600-699,10L-50L,0-5
197,197,197,198,2,Not Graduate, No,2800000,6000000,18,816,6300000,4200000,8000000,3400000,Approved,21900000,0.4666666666666667,800-900,100L-250L,15-20
198,198,198,199,4,Not Graduate, Yes,8500000,28900000,20,455,15200000,5800000,22500000,9400000,Rejected,52900000,0.2941176470588235,300-499,250L-10C,15-20
199,199,199,200,3,Graduate, Yes,4700000,16400000,10,318,11400000,8100000,16200000,4300000,Rejected,40000000,0.2865853658536585,300-499,250L-10C,5-10
200,200,200,201,4,Not Graduate, Yes,9800000,21200000,20,355,22000000,8900000,31800000,14400000,Rejected,77100000,0.4622641509433962,300-499,250L-10C,15-20
201,201,201,202,2,Not Graduate, Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000,Rejected,20200000,0.4269662921348314,300-499,100L-250L,15-20
202,202,202,203,2,Graduate, No,500000,1500000,2,888,1500000,300000,1500000,600000,Approved,3900000,0.3333333333333333,800-900,10L-50L,0-5
203,203,203,204,2,Graduate, Yes,6900000,15600000,6,352,13000000,5300000,22600000,10000000,Rejected,50900000,0.4423076923076923,300-499,250L-10C,5-10
204,204,204,205,4,Not Graduate, Yes,9600000,30100000,12,870,300000,6700000,38200000,5600000,Approved,50800000,0.3189368770764119,800-900,250L-10C,10-15
205,205,205,206,3,Not Graduate, No,2900000,6500000,18,827,8300000,600000,10400000,3200000,Approved,22500000,0.4461538461538462,800-900,100L-250L,15-20
206,206,206,207,2,Graduate, No,9800000,20900000,12,768,3400000,10200000,38600000,13400000,Approved,65600000,0.4688995215311005,700-799,250L-10C,10-15
207,207,207,208,0,Graduate, No,7100000,15400000,18,707,10300000,10800000,19600000,5800000,Approved,46500000,0.461038961038961,700-799,250L-10C,15-20
208,208,208,209,1,Not Graduate, Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000,Rejected,44700000,0.4031413612565445,300-499,250L-10C,5-10
209,209,209,210,3,Graduate, No,1400000,3300000,2,652,100000,2100000,3500000,1900000,Approved,7600000,0.4242424242424242,600-699,50L-100L,0-5
210,210,210,211,3,Graduate, No,7800000,15900000,2,665,14400000,900000,27200000,5400000,Approved,47900000,0.490566037735849,600-699,250L-10C,0-5
211,211,211,212,5,Not Graduate, Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000,Rejected,8100000,0.2833333333333333,300-499,50L-100L,15-20
212,212,212,213,2,Not Graduate, No,8500000,32700000,18,471,12600000,9400000,33900000,12500000,Rejected,68400000,0.2599388379204893,300-499,250L-10C,15-20
213,213,213,214,5,Not Graduate, No,1900000,7500000,20,715,5100000,2800000,6500000,2800000,Approved,17200000,0.2533333333333333,700-799,100L-250L,15-20
214,214,214,215,2,Not Graduate, Yes,6700000,15200000,10,689,0,8200000,15000000,6800000,Approved,30000000,0.4407894736842105,600-699,250L-10C,5-10
215,215,215,216,3,Graduate, Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000,Approved,47400000,0.4207317073170731,700-799,250L-10C,0-5
216,216,216,217,2,Graduate, No,2600000,7800000,4,819,3100000,4300000,5700000,1500000,Approved,14600000,0.3333333333333333,800-900,100L-250L,0-5
217,217,217,218,4,Graduate, Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000,Approved,69000000,0.4549763033175355,800-900,250L-10C,5-10
218,218,218,219,1,Not Graduate, Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000,Approved,46600000,0.4,700-799,250L-10C,0-5
219,219,219,220,0,Not Graduate, No,3200000,11300000,6,484,3500000,5500000,8500000,2100000,Rejected,19600000,0.2831858407079646,300-499,100L-250L,5-10
220,220,220,221,4,Not Graduate, No,2900000,10400000,6,673,5100000,1700000,10600000,1700000,Approved,19100000,0.2788461538461538,600-699,100L-250L,5-10
221,221,221,222,3,Graduate, Yes,7900000,21200000,18,695,13800000,10600000,21800000,4900000,Approved,51100000,0.3726415094339622,600-699,250L-10C,15-20
222,222,222,223,4,Not Graduate, Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000,Rejected,28000000,0.314516129032258,300-499,250L-10C,10-15
223,223,223,224,4,Graduate, Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000,Rejected,32600000,0.4181818181818181,300-499,250L-10C,0-5
224,224,224,225,3,Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000,Approved,4900000,0.4117647058823529,700-799,10L-50L,5-10
225,225,225,226,0,Not Graduate, No,5200000,15600000,20,434,14100000,5800000,18100000,5500000,Rejected,43500000,0.3333333333333333,300-499,250L-10C,15-20
226,226,226,227,3,Not Graduate, Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,Approved,34100000,0.2864077669902912,700-799,250L-10C,5-10
227,227,227,228,4,Graduate, No,7200000,19100000,4,774,9400000,7000000,17900000,3600000,Approved,37900000,0.3769633507853403,700-799,250L-10C,0-5
228,228,228,229,1,Not Graduate, Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000,Approved,60700000,0.3222222222222222,700-799,250L-10C,5-10
229,229,229,230,3,Not Graduate, Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000,Rejected,6800000,0.3142857142857143,500-599,50L-100L,10-15
230,230,230,231,1,Graduate, Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,Approved,28200000,0.3669724770642202,500-599,250L-10C,10-15
231,231,231,232,2,Graduate, No,9800000,32400000,2,543,24200000,17500000,25700000,7700000,Approved,75100000,0.3024691358024691,500-599,250L-10C,0-5
232,232,232,233,0,Not Graduate, Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000,Approved,13800000,0.3970588235294117,700-799,100L-250L,15-20
233,233,233,234,3,Not Graduate, Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,Rejected,55700000,0.2543352601156069,300-499,250L-10C,5-10
234,234,234,235,5,Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,Approved,21000000,0.4230769230769231,600-699,100L-250L,15-20
235,235,235,236,1,Graduate, Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,Approved,53400000,0.2948717948717949,300-499,250L-10C,0-5
236,236,236,237,3,Graduate, Yes,900000,3500000,4,770,700000,0,2000000,600000,Rejected,3300000,0.2571428571428571,700-799,10L-50L,0-5
237,237,237,238,3,Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,Approved,23100000,0.2645161290322581,600-699,100L-250L,5-10
238,238,238,239,3,Not Graduate, Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,Approved,18800000,0.2685714285714285,500-599,100L-250L,5-10
239,239,239,240,5,Graduate, Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,Rejected,28500000,0.293103448275862,300-499,250L-10C,15-20
240,240,240,241,2,Graduate, No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,Approved,60600000,0.4266666666666667,800-900,250L-10C,15-20
241,241,241,242,3,Not Graduate, Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,Rejected,58400000,0.4320987654320987,300-499,250L-10C,5-10
242,242,242,243,5,Graduate, No,5700000,12900000,18,807,4100000,900000,18600000,5500000,Approved,29100000,0.4418604651162791,800-900,250L-10C,15-20
243,243,243,244,1,Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,Approved,60600000,0.2530864197530864,800-900,250L-10C,15-20
244,244,244,245,2,Not Graduate, No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,Approved,14200000,0.4117647058823529,600-699,100L-250L,10-15
245,245,245,246,1,Not Graduate, Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,Approved,45200000,0.2846975088967972,700-799,250L-10C,15-20
246,246,246,247,2,Not Graduate, No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,Approved,65600000,0.273037542662116,600-699,250L-10C,0-5
247,247,247,248,0,Not Graduate, Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,Rejected,44700000,0.3481481481481481,500-599,250L-10C,5-10
248,248,248,249,0,Graduate, No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,Rejected,39900000,0.4077669902912621,300-499,250L-10C,5-10
249,249,249,250,1,Not Graduate, Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,Approved,10600000,0.38,500-599,100L-250L,5-10
250,250,250,251,0,Not Graduate, Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,Rejected,26100000,0.2560975609756097,500-599,250L-10C,15-20
251,251,251,252,5,Graduate, No,2600000,9100000,8,852,3700000,700000,10300000,3300000,Approved,18000000,0.2857142857142857,800-900,100L-250L,5-10
252,252,252,253,3,Not Graduate, No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,Approved,26400000,0.4352941176470588,800-900,250L-10C,15-20
253,253,253,254,0,Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000,Approved,39500000,0.284789644012945,700-799,250L-10C,10-15
254,254,254,255,2,Not Graduate, No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,Rejected,16400000,0.4468085106382978,500-599,100L-250L,0-5
255,255,255,256,3,Graduate, Yes,900000,2400000,10,489,800000,0,2800000,500000,Rejected,4100000,0.375,300-499,10L-50L,5-10
256,256,256,257,3,Graduate, Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,Approved,63900000,0.2768361581920904,800-900,250L-10C,5-10
257,257,257,258,2,Not Graduate, No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,Rejected,47800000,0.4,500-599,250L-10C,0-5
258,258,258,259,0,Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,Approved,77300000,0.2525773195876288,600-699,250L-10C,5-10
259,259,259,260,0,Not Graduate, Yes,300000,1100000,8,789,400000,100000,800000,400000,Approved,1700000,0.2727272727272727,700-799,10L-50L,5-10
260,260,260,261,4,Not Graduate, No,2700000,8100000,4,325,5000000,800000,9900000,3400000,Approved,19100000,0.3333333333333333,300-499,100L-250L,0-5
261,261,261,262,3,Graduate, Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,Approved,46300000,0.3775510204081632,700-799,250L-10C,0-5
262,262,262,263,3,Graduate, No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,Rejected,67500000,0.2682215743440233,500-599,250L-10C,15-20
263,263,263,264,5,Not Graduate, No,9500000,22200000,20,352,24500000,0,30800000,7000000,Rejected,62300000,0.4279279279279279,300-499,250L-10C,15-20
264,264,264,265,5,Graduate, Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,Approved,21800000,0.2638888888888889,300-499,100L-250L,0-5
265,265,265,266,0,Graduate, No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,Approved,54200000,0.4278350515463917,600-699,250L-10C,15-20
266,266,266,267,2,Graduate, Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,Approved,12100000,0.3783783783783784,600-699,100L-250L,15-20
267,267,267,268,0,Graduate, No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,Approved,54000000,0.4114832535885167,800-900,250L-10C,5-10
268,268,268,269,0,Not Graduate, No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,Approved,34800000,0.3214285714285714,500-599,250L-10C,5-10
269,269,269,270,5,Graduate, Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,Approved,25800000,0.4468085106382978,600-699,250L-10C,5-10
270,270,270,271,5,Not Graduate, No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,Rejected,37600000,0.4262295081967213,500-599,250L-10C,15-20
271,271,271,272,5,Graduate, No,9400000,27900000,4,870,1100000,200000,29500000,10400000,Approved,41200000,0.3369175627240143,800-900,250L-10C,0-5
272,272,272,273,3,Graduate, No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,Rejected,54600000,0.4313725490196078,300-499,250L-10C,5-10
273,273,273,274,1,Graduate, Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,Rejected,39000000,0.3532934131736527,300-499,250L-10C,15-20
274,274,274,275,3,Graduate, Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000,Approved,11400000,0.3469387755102041,500-599,100L-250L,15-20
275,275,275,276,1,Not Graduate, No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,Approved,48000000,0.3043478260869565,800-900,250L-10C,5-10
276,276,276,277,4,Not Graduate, No,1700000,4000000,6,829,0,1600000,5200000,1700000,Approved,8500000,0.425,800-900,50L-100L,5-10
277,277,277,278,0,Not Graduate, No,1500000,4900000,12,651,1600000,2800000,4600000,800000,Approved,9800000,0.3061224489795918,600-699,50L-100L,10-15
278,278,278,279,4,Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000,Approved,17200000,0.425531914893617,700-799,100L-250L,15-20
279,279,279,280,5,Graduate, Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,Rejected,27400000,0.2516129032258064,300-499,250L-10C,10-15
280,280,280,281,1,Graduate, Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,Approved,5300000,0.25,700-799,50L-100L,10-15
281,281,281,282,1,Graduate, No,6900000,22500000,18,403,800000,8400000,16900000,6300000,Rejected,32400000,0.3066666666666666,300-499,250L-10C,15-20
282,282,282,283,0,Graduate, Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,Rejected,20800000,0.358974358974359,300-499,100L-250L,5-10
283,283,283,284,3,Graduate, Yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000,Rejected,56500000,0.3417085427135678,500-599,250L-10C,5-10
284,284,284,285,4,Not Graduate, Yes,600000,1800000,8,417,1700000,700000,1800000,800000,Rejected,5000000,0.3333333333333333,300-499,50L-100L,5-10
285,285,285,286,1,Not Graduate, No,4700000,14000000,6,468,11300000,1800000,10600000,4600000,Rejected,28300000,0.3357142857142857,300-499,250L-10C,5-10
286,286,286,287,5,Graduate, Yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000,Approved,26200000,0.2542372881355932,600-699,250L-10C,5-10
287,287,287,288,5,Not Graduate, No,4000000,13900000,6,530,6000000,5600000,12500000,6000000,Rejected,30100000,0.2877697841726618,500-599,250L-10C,5-10
288,288,288,289,1,Not Graduate, Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000,Approved,25100000,0.2743362831858407,800-900,250L-10C,10-15
289,289,289,290,1,Not Graduate, Yes,7700000,25500000,12,549,18100000,10600000,20500000,7000000,Rejected,56200000,0.3019607843137254,500-599,250L-10C,10-15
290,290,290,291,5,Not Graduate, Yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000,Rejected,22900000,0.4623655913978494,300-499,100L-250L,5-10
291,291,291,292,1,Graduate, Yes,5800000,19500000,20,431,13800000,5000000,15600000,3300000,Rejected,37700000,0.2974358974358974,300-499,250L-10C,15-20
292,292,292,293,3,Graduate, Yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000,Rejected,22200000,0.3364485981308411,300-499,100L-250L,15-20
293,293,293,294,0,Not Graduate, Yes,2900000,7600000,8,320,8000000,5600000,9600000,3100000,Rejected,26300000,0.3815789473684211,300-499,250L-10C,5-10
294,294,294,295,0,Graduate, No,8800000,20200000,4,433,16000000,4200000,30500000,12400000,Rejected,63100000,0.4356435643564356,300-499,250L-10C,0-5
295,295,295,296,1,Not Graduate, Yes,300000,1000000,10,431,400000,500000,900000,100000,Rejected,1900000,0.3,300-499,10L-50L,5-10
296,296,296,297,5,Not Graduate, Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000,Rejected,48700000,0.2975778546712803,500-599,250L-10C,5-10
297,297,297,298,2,Not Graduate, Yes,3500000,12000000,14,476,1100000,6800000,12400000,2900000,Rejected,23200000,0.2916666666666667,300-499,100L-250L,10-15
298,298,298,299,5,Graduate, No,800000,2600000,6,560,100000,200000,3000000,1000000,Approved,4300000,0.3076923076923077,500-599,10L-50L,5-10
299,299,299,300,2,Graduate, No,8000000,27100000,12,674,14400000,400000,25300000,6400000,Approved,46500000,0.2952029520295203,600-699,250L-10C,10-15
300,300,300,301,0,Not Graduate, Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,Approved,53200000,0.2591623036649215,500-599,250L-10C,5-10
301,301,301,302,2,Not Graduate, No,3300000,6600000,6,331,6300000,2000000,8900000,2700000,Rejected,19900000,0.5,300-499,100L-250L,5-10
302,302,302,303,4,Graduate, Yes,2000000,6700000,12,633,100000,800000,4800000,2000000,Approved,7700000,0.2985074626865671,600-699,50L-100L,10-15
303,303,303,304,3,Not Graduate, No,4900000,12900000,18,877,1800000,7000000,17900000,3300000,Approved,30000000,0.3798449612403101,800-900,250L-10C,15-20
304,304,304,305,5,Not Graduate, Yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000,Approved,53900000,0.3898305084745763,600-699,250L-10C,10-15
305,305,305,306,0,Not Graduate, No,7500000,18200000,6,782,7400000,12000000,19800000,4100000,Approved,43300000,0.412087912087912,700-799,250L-10C,5-10
306,306,306,307,5,Not Graduate, No,9000000,29300000,4,531,10400000,9500000,35500000,5800000,Approved,61200000,0.3071672354948805,500-599,250L-10C,0-5
